User-ID,Age,State,Book-Rating,pages,Year-Of-Publication
2281,30.0,washington,5.0,389.5,1999.0
2287,35.0,new york,7.25,488.0,1994.5
2288,30.0,tennessee,9.158333333333333,396.3333333333333,1997.1666666666667
2295,21.0,california,7.842105263157895,221.75,1995.25
2313,23.0,ohio,6.961538461538462,409.7692307692308,1994.5384615384614
2324,40.0,florida,8.0,349.0,2000.0
2337,34.0,ohio,8.714285714285714,303.2857142857143,1996.2857142857142
2340,29.0,missouri,4.0,328.0,2003.0
2358,23.0,texas,8.003682944876065,233.2,1996.0
2363,42.0,idaho,9.0,275.0,1994.5
2375,20.0,virginia,8.5,482.0,2001.0
2395,43.0,connecticut,8.290909090909091,338.0,1999.0
2399,32.0,ohio,10.0,376.0,1995.0
2411,37.0,florida,6.0,219.0,1999.0
2437,45.0,texas,6.833333333333333,405.6666666666667,2000.0
2451,45.0,pennsylvania,8.666666666666666,180.0,1994.0
2470,22.0,arizona,8.0,341.0,1996.0
2597,29.0,michigan,8.0,219.66666666666666,1997.0
2622,41.0,california,8.5,308.0,2002.0
2630,66.0,texas,8.0,644.0,1996.5
2640,24.0,texas,8.0,351.0,1995.0
2678,16.0,colorado,4.0,213.0,1998.0
2700,29.0,wisconsin,7.0,291.0,2002.0
2719,37.0,new york,5.142857142857143,255.0,1992.0
2766,42.0,texas,8.080892153843363,234.79310344827587,1994.3620689655172
2771,56.0,michigan,8.514285714285714,399.0,2002.0
2790,50.0,texas,8.354411764705882,322.75,2000.5
2793,34.0,georgia,7.912015979412293,248.57142857142858,1999.2857142857142
2798,35.0,virginia,7.611111111111111,415.0,1999.0
2854,36.0,new jersey,7.0,328.0,2002.0
2855,35.0,texas,5.0,213.0,1992.5
2861,26.0,ohio,10.0,274.0,1994.0
2882,43.0,washington,10.0,449.0,2001.0
2935,59.0,california,6.0,239.0,1999.0
2954,71.0,kansas,6.933333333333333,312.4,2000.6
2977,25.0,washington,7.914060846560847,273.27777777777777,1994.0
3063,57.0,maryland,7.5,499.0,1997.0
3100,42.0,california,8.319444444444445,364.0,1996.0
3142,29.0,georgia,8.666666666666666,336.0,2002.6666666666667
3145,34.0,texas,7.804670698924731,291.9166666666667,1995.9166666666667
3167,42.0,wisconsin,7.623456790123457,287.55555555555554,1995.111111111111
3172,32.0,virginia,10.0,61.0,1957.0
3300,49.0,arkansas,10.0,435.0,1999.0
3331,60.0,pennsylvania,9.0,463.0,2002.0
3344,61.0,arizona,7.666666666666667,268.3333333333333,2003.0
3350,23.0,colorado,7.5,269.5,1997.0
3363,29.0,tennessee,7.8996190603832295,301.78977272727275,1998.3522727272727
3371,25.0,massachusetts,7.868689206609633,353.3125,1997.1875
3373,30.0,california,6.133482142857143,394.0,1998.0
3427,50.0,illinois,9.0,465.0,1997.0
3437,100.0,hawaii,8.428571428571429,341.0,2000.0
3454,36.0,texas,7.71304347826087,305.0,2002.0
3467,36.0,indiana,9.0,356.0,1998.0
3472,24.0,washington,9.5,344.5,1978.5
3481,49.0,colorado,6.89247311827957,333.5,1992.5
3544,58.0,maryland,8.0,389.0,2003.0
3556,68.0,north dakota,8.767857142857142,190.125,1998.5
3573,32.0,new jersey,8.5,452.5,1997.0
3580,44.0,pennsylvania,4.0,317.0,2002.0
3604,26.0,missouri,5.0,95.0,1993.0
3669,34.0,massachusetts,8.0,120.0,1991.0
3677,2.0,south carolina,9.0,224.0,1998.0
3679,25.0,massachusetts,6.0,221.0,2000.0
3693,23.0,virginia,7.8,374.2,1999.6
3719,18.0,alaska,6.5,253.0,1997.0
3728,40.0,florida,8.0,350.0,1998.0
3792,12.0,california,9.333333333333334,181.0,1996.6666666666667
3798,23.0,alaska,7.333333333333333,492.0,1997.0
3817,29.0,south carolina,7.5,472.5,1995.5
3827,23.0,florida,7.935714285714285,338.67857142857144,1997.7857142857142
3840,46.0,connecticut,7.670329670329671,363.6923076923077,2002.0
3869,38.0,north carolina,7.961538461538462,310.0,2001.0
3871,50.0,oregon,8.0,248.0,1987.0
3879,40.0,new jersey,7.823529411764706,341.0,2000.0
3910,25.0,massachusetts,7.0,130.0,2000.0
3921,45.0,illinois,5.0,176.0,1999.0
3939,53.0,alaska,7.0,342.0,1998.0
3943,40.0,michigan,10.0,127.0,1998.0
3954,24.0,michigan,5.75,480.0,1996.0
3977,63.0,alabama,8.360869565217392,462.0,2000.5
4017,48.0,louisiana,8.85154123525386,289.1458333333333,1997.8958333333333
4066,31.0,alabama,7.779999999999999,185.0,1996.5
4091,77.0,tennessee,8.76031746031746,364.0,2003.25
4092,27.0,tennessee,7.9484172077922075,484.25,1997.125
4138,20.0,texas,7.2,265.0,2001.5
4157,39.0,alabama,7.993978000556947,262.8888888888889,1991.111111111111
4165,53.0,alaska,6.0,342.0,1998.0
4187,35.0,alaska,9.0,465.0,2003.0
4191,26.0,alaska,9.0,316.0,1993.0
4197,61.0,alaska,7.777777777777778,366.8888888888889,2000.3333333333333
4228,41.0,texas,8.141666666666667,336.5,1998.0
4285,50.0,michigan,7.466666666666666,333.3333333333333,1984.6666666666667
4385,33.0,new mexico,9.276515151515152,298.47727272727275,1995.0681818181818
4401,28.0,massachusetts,7.666666666666667,225.0,1989.0
4541,32.0,georgia,9.0,778.0,1984.0
4570,40.0,california,6.5,441.0,1997.5
4600,32.0,arkansas,9.008333333333333,359.6666666666667,2003.0
4622,18.0,virginia,7.394519859225741,285.8,1995.2
4769,35.0,new york,7.75,258.75,1998.0
4781,47.0,new hampshire,7.849206349206349,229.33333333333334,1989.6666666666667
4785,30.0,connecticut,6.051,314.6,1994.5
4795,18.0,new york,9.0,254.75,2000.5
4864,30.0,california,8.002500000000001,343.5,1999.5
4938,30.0,south carolina,8.064102564102564,300.46153846153845,1996.0
4980,21.0,colorado,7.0,373.0,1999.0
4999,54.0,colorado,10.0,235.0,2003.0
5037,26.0,minnesota,7.0,224.0,1994.0
5049,32.0,minnesota,8.0,328.0,2002.0
5126,53.0,california,7.0,148.0,1975.0
5207,34.0,indiana,8.111111111111112,182.0,1993.0
5209,48.0,new jersey,8.0,293.7857142857143,1988.4285714285713
5286,18.0,texas,8.5,461.0,1999.5
5296,34.0,new york,6.0,328.0,1990.0
5359,55.0,connecticut,9.0,668.0,1999.0
5361,72.0,michigan,8.0,356.0,1997.0
5375,47.0,california,7.0,300.5,1991.0
5385,30.0,california,7.666666666666667,288.6666666666667,1994.6666666666667
5426,32.0,north carolina,8.0,257.0,2001.0
5439,66.0,texas,7.239276102597902,243.11764705882354,1999.1176470588234
5448,14.0,new york,8.333333333333334,186.33333333333334,1996.6666666666667
5452,26.0,california,8.222222222222221,128.0,1990.0
5468,15.0,wisconsin,7.0,277.0,1993.0
5479,27.0,georgia,6.0,324.0,2000.0
5492,48.0,pennsylvania,9.0,84.0,2003.0
5506,19.0,new york,7.0,374.0,2003.0
5539,32.0,texas,7.557233044733045,351.09090909090907,1997.8181818181818
5543,29.0,maryland,7.193786982248521,339.3076923076923,1992.3846153846155
5582,26.0,washington,8.045945945945945,337.2162162162162,1997.027027027027
5585,39.0,virginia,6.891666666666667,343.6666666666667,2002.3333333333333
5665,40.0,florida,7.1818181818181825,330.3333333333333,2000.6666666666667
5674,15.0,new jersey,8.0,337.0,2003.0
5694,43.0,california,6.738636363636364,216.0,1995.3333333333333
5722,23.0,rhode island,5.0,224.0,2000.0
5724,24.0,massachusetts,8.666666666666666,303.0,2000.0
5728,22.0,north carolina,7.0,331.0,1991.5
5737,44.0,washington,9.0,213.0,1999.0
5741,20.0,california,8.0,242.0,2002.0
5783,32.0,california,7.0,434.0,2002.0
5820,12.0,north dakota,10.0,58.0,1986.0
5830,19.0,california,6.0,182.0,1979.0
5861,17.0,california,9.0,489.0,1998.0
5920,35.0,oregon,8.5,360.5,1994.5
5922,19.0,montana,9.0,140.0,2004.0
5956,27.0,indiana,5.333333333333333,189.22222222222223,1998.6666666666667
5963,38.0,california,7.3173076923076925,232.75,1996.25
5988,49.0,texas,6.0,453.0,1995.5
5990,43.0,idaho,8.696969696969697,546.0,1999.0
5995,50.0,vermont,8.0,191.0,1980.0
6011,15.0,michigan,10.0,224.0,2002.0
6051,33.0,texas,7.964224137931035,430.75,1996.0
6073,28.0,texas,8.75,391.0,1996.75
6096,26.0,illinois,8.0,467.0,1998.0
6112,16.0,florida,9.0,159.0,1999.0
6120,36.0,kentucky,9.0,83.0,2000.0
6184,13.0,virginia,7.0,142.0,1996.0
6193,17.0,new york,8.5,197.66666666666666,1996.3333333333333
6226,40.0,alabama,6.0,351.0,1996.0
6229,38.0,florida,6.5,340.5,1992.5
6251,32.0,hawaii,8.171831824253585,318.0,1994.830303030303
6265,69.0,florida,7.0,371.0,1998.0
6306,60.0,west virginia,8.217647058823529,328.0,2002.0
6323,35.0,north carolina,6.502491423919995,372.734693877551,1996.061224489796
6333,45.0,california,7.185185185185186,277.6666666666667,1998.0
6338,18.0,new york,9.0,207.0,1998.0
6345,29.0,wisconsin,6.666666666666667,278.3333333333333,1996.0
6398,20.0,texas,7.0,277.0,1994.0
6431,30.0,texas,8.080357142857142,444.0,1999.142857142857
6443,30.0,maine,8.0,132.0,2001.0
6466,44.0,massachusetts,7.0,300.0,1996.0
6501,25.0,california,7.9,219.0,2000.0
6505,56.0,kansas,5.0,439.0,1993.0
6514,20.0,ohio,5.0,296.0,1998.0
6543,34.0,missouri,7.65709568280862,310.6136363636364,1999.1363636363637
6563,31.0,washington,7.4088223681379475,333.39473684210526,1999.0526315789473
6577,62.0,florida,8.0,354.5,1997.0
6579,54.0,ohio,8.789473684210526,338.0,2003.0
6582,35.0,ohio,6.0,275.0,1994.3333333333333
6608,23.0,california,4.0,236.0,2002.0
6629,19.0,north dakota,6.5,164.0,2001.0
6637,30.0,nevada,8.0,291.0,2002.0
6642,34.0,missouri,4.0,322.0,2003.0
6670,54.0,new jersey,8.0,301.0,1998.0
6671,54.0,wisconsin,5.6,391.5,2004.0
6680,17.0,michigan,10.0,709.0,2000.0
6697,36.0,wyoming,8.0,305.0,1997.0
6700,21.0,missouri,8.316326530612246,319.0,1997.4285714285713
6731,29.0,georgia,7.166666666666667,179.16666666666666,1990.0
6769,56.0,washington,7.708333333333333,334.5,1999.5
6781,22.0,virginia,10.0,317.0,2002.0
6796,21.0,virginia,7.5,211.0,1985.0
6797,53.0,ohio,7.5,255.5,2001.0
6840,17.0,massachusetts,8.0,451.0,1995.0
6865,40.0,texas,8.285714285714286,300.0,1997.0
6871,28.0,north carolina,4.0,534.0,1995.0
6873,75.0,missouri,6.0,136.0,1995.0
6894,20.0,colorado,9.0,88.0,1992.0
6900,25.0,california,7.648148148148148,472.0,2003.0
6917,39.0,idaho,7.0,431.0,2003.0
6941,17.0,ohio,9.0,278.0,1988.0
6962,28.0,maryland,7.580645161290323,271.0,1995.0
6966,42.0,florida,9.0,283.0,2001.0
6990,29.0,nebraska,8.25,364.0,1999.0
7010,27.0,missouri,7.648148148148148,472.0,2003.0
7021,39.0,california,7.0,456.0,1995.0
7035,42.0,connecticut,7.0,242.0,1999.0
7053,29.0,iowa,7.0,459.0,1998.0
7055,64.0,illinois,7.0,242.0,1997.0
7060,16.0,wisconsin,8.0,288.0,1998.3333333333333
7072,11.0,north dakota,6.25,63.75,1999.75
7119,66.0,missouri,9.0,460.0,1995.0
7134,23.0,washington,8.46875,261.5,2001.0
7158,30.0,nebraska,7.6996081240621415,335.86813186813185,1999.7582417582419
7197,36.0,nevada,8.0,339.0,2003.0
7218,31.0,california,9.0,276.0,1999.0
7248,22.0,virginia,7.0,375.0,1995.0
7253,32.0,georgia,6.0,356.5,2002.0
7283,30.0,georgia,7.762783383555442,332.625,1998.5
7286,28.0,washington,8.448424774432198,192.29268292682926,1994.9512195121952
7312,23.0,arkansas,6.811255411255412,333.0,1998.6666666666667
7326,44.0,missouri,8.0,341.0,1999.0
7346,49.0,california,7.64268605511441,266.48062015503876,1993.7829457364342
7360,40.0,connecticut,7.0,349.0,1996.0
7384,28.0,florida,5.0,219.0,1988.0
7392,34.0,florida,10.0,322.0,2003.0
7400,22.0,oregon,7.0,305.0,1991.0
7403,14.0,texas,7.0,242.0,1998.0
7424,32.0,new york,7.0,328.0,2002.0
7467,26.0,massachusetts,10.0,405.0,1987.0
7474,50.0,idaho,2.0,313.0,2001.0
7482,49.0,west virginia,7.0,274.0,1999.0
7557,23.0,washington,8.0,386.0,1996.0
7620,21.0,tennessee,7.367127496159754,320.2857142857143,2000.142857142857
7630,49.0,nebraska,7.833333333333333,348.0,1994.3333333333333
7650,21.0,tennessee,8.583333333333334,280.5,2001.0
7651,21.0,mississippi,8.0,127.0,1997.0
7732,47.0,california,7.0,264.0,1987.0
7754,20.0,massachusetts,7.0,418.0,1998.0
7792,60.0,new jersey,6.583333333333333,194.0,1990.0
7823,25.0,california,7.9,219.0,2000.0
7882,34.0,wisconsin,7.0,292.3333333333333,1989.5
7886,27.0,missouri,6.902777777777778,209.25,2001.25
7887,23.0,pennsylvania,8.011599511599512,301.6666666666667,1996.75
7898,20.0,district of columbia,8.948717948717949,318.6666666666667,1997.0
7908,18.0,california,8.5,284.5,1995.0
7925,29.0,michigan,8.333333333333334,314.0,2000.0
7928,39.0,michigan,6.5,377.5,2001.0
7962,54.0,new mexico,7.842857142857143,483.6,1997.6
7980,34.0,massachusetts,7.0,435.0,2002.5
7983,26.0,washington,5.5,365.0,1996.5
7984,30.0,tennessee,8.0,370.0,1999.0
8048,47.0,connecticut,7.0,517.0,2002.0
8067,26.0,maryland,8.784920634920635,318.7916666666667,2000.6666666666667
8104,22.0,minnesota,10.0,269.0,2002.0
8142,37.0,louisiana,7.5,241.0,1996.0
8186,33.0,maryland,7.333333333333333,123.0,1997.0
8189,24.0,colorado,7.0,341.0,2000.0
8201,37.0,michigan,7.0,329.0,1996.0
8219,25.0,california,7.0,319.0,2002.0
8225,25.0,new york,8.0,403.0,1990.0
8234,44.0,colorado,7.089997182304875,297.7692307692308,1999.4615384615386
8245,31.0,california,8.01610285340784,343.975,1995.2
8250,34.0,texas,7.720238095238095,318.2857142857143,1994.7142857142858
8253,26.0,oklahoma,8.519386395511921,310.1333333333333,1994.7666666666667
8255,47.0,minnesota,7.833333333333334,340.0,2003.0
8268,35.0,texas,7.0,305.0,2002.0
8284,28.0,kentucky,8.20118748128182,359.6857142857143,1999.0857142857142
8313,36.0,illinois,7.840625,519.0,1990.5
8314,36.0,california,7.439049707602339,363.5,1998.0
8316,22.0,colorado,8.444444444444445,329.0,1995.0
8323,48.0,utah,7.285714285714286,322.0,1998.142857142857
8346,64.0,west virginia,3.0,198.0,1999.0
8362,28.0,california,7.197809038290448,326.1923076923077,1997.7692307692307
8487,30.0,texas,7.590799241670976,405.42105263157896,1997.7894736842106
8496,28.0,arizona,5.0,287.0,1996.0
8550,0.0,california,9.0,129.0,1990.0
8599,17.0,nevada,9.0,876.0,2000.0
8613,69.0,ohio,5.0,562.0,2003.0
8630,45.0,texas,7.0,235.0,2003.0
8672,17.0,virginia,8.679305200341005,409.75,1997.5
8680,2.0,missouri,6.442857142857143,298.6,1997.2
8681,34.0,florida,7.942790827378675,332.2894736842105,1996.75
8739,51.0,louisiana,5.0,271.0,2000.0
8753,45.0,california,8.0,352.0,1994.0
8801,24.0,california,7.522167487684729,304.5,1999.8333333333333
8808,26.0,indiana,9.0,305.0,1994.0
8855,26.0,washington,10.0,474.0,1997.0
8856,31.0,california,7.0,241.0,1992.0
8862,47.0,new jersey,10.0,253.0,1996.0
8864,26.0,florida,8.0,235.0,2003.0
8870,45.0,texas,7.400297619047619,311.5,1990.25
8872,65.0,georgia,6.333333333333333,304.3333333333333,2002.3333333333333
8930,78.0,missouri,8.5,429.5,1996.0
8935,35.0,texas,8.666666666666666,480.6666666666667,1996.0
8936,18.0,north carolina,8.047345649363193,320.35555555555555,1996.7111111111112
8966,24.0,new mexico,8.0,372.0,2003.0
8988,37.0,texas,7.0,457.0,2003.0
9094,14.0,new mexico,9.1,193.5,1980.5
9105,39.0,iowa,6.0,345.0,2002.0
9117,1.0,new york,9.0,235.0,1996.0
9123,28.0,north dakota,7.0,404.0,2000.0
9141,65.0,colorado,7.951905792620079,262.07142857142856,2000.0
9200,14.0,missouri,10.0,286.0,2002.0
9226,27.0,hawaii,7.703703703703703,396.0,1999.0
9227,24.0,california,8.193487394957982,402.9166666666667,1999.1666666666667
9246,40.0,minnesota,8.0,17.0,2000.0
9295,13.0,california,7.777777777777778,135.33333333333334,1999.0
9340,35.0,illinois,9.0,268.0,2001.0
9354,30.0,new mexico,8.170634920634921,395.5,1996.6666666666667
9385,28.0,indiana,5.5,274.0,1998.0
9389,25.0,new york,8.0,452.0,1998.0
9394,36.0,california,10.0,337.0,1994.0
9408,34.0,hawaii,7.3809523809523805,464.0,2001.0
9422,15.0,indiana,8.0,285.0,1999.0
9440,21.0,indiana,9.166666666666666,464.1666666666667,1993.6666666666667
9465,35.0,new york,10.0,85.0,2003.0
9486,46.0,new jersey,10.0,305.0,2000.5
9525,15.0,new jersey,7.777777777777778,170.0,1996.6666666666667
9574,33.0,michigan,6.25,353.0,1994.75
9579,23.0,illinois,10.0,277.0,2002.0
9586,51.0,massachusetts,7.142857142857143,394.0,2003.0
9592,40.0,oregon,7.5,188.0,1995.5
9613,34.0,new jersey,7.8007189542483655,367.85,1999.35
9625,20.0,iowa,8.0,300.0,2002.0
9659,27.0,wisconsin,8.0,429.0,1998.0
9660,35.0,new mexico,8.037777777777778,316.6,1997.6
9717,16.0,illinois,9.0,342.0,2001.0
9718,35.0,new york,8.0,177.0,2001.0
9737,65.0,georgia,10.0,375.0,1995.0
9773,47.0,california,8.0,278.0,1993.0
9806,25.0,colorado,8.5,252.0,1997.5
9827,28.0,north carolina,7.7368421052631575,401.0,1996.0
9838,42.0,new jersey,5.0,291.0,1993.0
9846,45.0,new jersey,7.0,309.0,1998.0
9856,22.0,colorado,6.968414299052954,272.0571428571429,1993.6857142857143
9865,28.0,pennsylvania,6.0,284.0,2003.0
9868,20.0,missouri,8.0,128.0,2003.0
9884,32.0,montana,10.0,369.0,1996.0
9899,50.0,georgia,9.0,375.0,2001.0
9908,36.0,georgia,7.990134099616858,381.6764705882353,2000.7941176470588
9939,17.0,south carolina,8.615384615384615,214.0,1996.0
9960,20.0,texas,8.0,250.0,2003.0
10001,47.0,arizona,8.25,370.0,2004.0
10029,44.0,pennsylvania,8.294117647058824,446.0,1996.0
10030,66.0,pennsylvania,8.055067739278265,337.6363636363636,1992.8181818181818
10047,20.0,minnesota,8.0,208.0,1999.0
10063,35.0,colorado,8.0,472.0,2003.0
10101,34.0,washington,8.333333333333334,123.0,1989.0
10118,44.0,minnesota,8.519916105399975,303.53846153846155,1997.7692307692307
10209,29.0,kansas,6.333333333333333,266.0,1998.6666666666667
10212,45.0,california,8.0,106.0,2000.0
10241,27.0,massachusetts,3.0,262.0,2003.0
10265,19.0,florida,10.0,404.0,1992.0
10351,15.0,washington,8.0,173.0,1996.0
10354,15.0,west virginia,7.9,198.8,1991.0
10372,20.0,washington,9.0,369.0,2002.0
10373,17.0,virginia,8.0,150.0,1988.0
10433,48.0,georgia,7.733333333333334,376.0,1997.5
10504,24.0,ohio,5.0,215.0,1984.0
10560,27.0,illinois,8.419354838709678,326.83870967741933,2001.3225806451612
10578,16.0,georgia,5.0,330.0,2000.0
10583,39.0,california,10.0,358.0,2002.0
10607,60.0,new york,8.38888888888889,332.0,1998.0
10619,33.0,alaska,10.0,328.0,1999.0
10696,11.0,new york,6.0,102.0,1995.0
10697,20.0,kentucky,8.5,254.0,1994.0
10710,13.0,california,9.0,128.0,1995.5
10716,54.0,michigan,6.56,332.2,1998.0
10727,24.0,new york,7.8,280.0,2003.0
10729,35.0,new hampshire,7.0,534.0,2003.0
10750,24.0,south dakota,7.5,208.0,1998.75
10754,38.0,ohio,8.0,272.0,1993.0
10760,67.0,texas,9.0,217.0,1994.0
10813,45.0,missouri,7.972222222222222,354.1666666666667,1998.5
10819,27.0,kentucky,7.790537240537241,255.5897435897436,1996.3846153846155
10829,38.0,wisconsin,8.291666666666666,357.0,2000.0
10830,21.0,california,8.722222222222221,302.0,1994.0
10840,51.0,minnesota,10.0,271.0,1998.0
10857,38.0,iowa,8.0,305.0,1998.0
10916,32.0,iowa,7.375,304.0,2002.0
10924,20.0,missouri,7.25,289.0,1999.75
10932,49.0,florida,6.0,472.0,1995.0
10951,62.0,florida,8.029468599033818,287.6666666666667,2001.3333333333333
10959,57.0,michigan,7.666666666666666,303.0,1999.0
11024,64.0,kansas,8.0,344.0,2000.0
11101,26.0,missouri,8.0,215.0,2000.0
11119,36.0,colorado,7.826086956521739,278.0,1988.0
11124,30.0,new jersey,9.0,471.0,1992.0
11206,62.0,tennessee,7.666666666666667,258.0,1999.0
11224,51.0,washington,7.14122866380931,358.7692307692308,1998.0
11225,35.0,minnesota,8.0,237.0,1979.0
11231,37.0,georgia,7.0,377.0,1999.0
11317,25.0,new york,9.0,315.0,1980.0
11325,23.0,washington,8.5,224.0,1996.6666666666667
11387,55.0,ohio,7.0,326.0,1996.0
11390,93.0,new york,9.625,160.0,2003.0
11435,61.0,california,7.0,316.5,1993.0
11450,62.0,california,8.9375,299.0,2001.0
11453,36.0,michigan,8.0,207.0,1991.0
11455,56.0,pennsylvania,9.5,285.0,2003.0
11517,57.0,virginia,8.0,314.0,2001.0
11520,45.0,florida,8.0,288.0,1998.5
11521,24.0,missouri,6.0,321.0,1997.0
11547,19.0,california,10.0,253.0,1987.0
11554,35.0,texas,7.0,430.0,1996.0
11629,21.0,texas,8.049421296296297,337.77777777777777,1996.75
11643,34.0,mississippi,6.0476190476190474,403.3333333333333,1995.3333333333333
11657,25.0,ohio,5.625,287.125,1992.0
11668,35.0,indiana,8.0,472.0,2003.0
11681,29.0,texas,9.0,777.0,1999.0
11709,29.0,michigan,7.34597727980081,248.41666666666666,1995.1666666666667
11724,42.0,pennsylvania,7.9277690486149925,298.7741935483871,1997.6774193548388
11788,30.0,oklahoma,6.5,307.5,1995.5
11797,32.0,texas,6.333333333333333,275.0,1993.0
